wk_strt_dt,sales,Direct Mail,Insert,Newspaper,Online Display,Radio,Social Media,TV,hldy_Black Friday,hldy_Christmas Day,hldy_Christmas Eve,hldy_Columbus Day,hldy_Cyber Monday,hldy_Day after Christmas,hldy_Easter,hldy_Father's Day,hldy_Green Monday,hldy_July 4th,hldy_Labor Day,hldy_MLK,hldy_Memorial Day,hldy_Mother's Day,hldy_NYE,hldy_New Year's Day,hldy_Pre Thanksgiving,hldy_Presidents Day,hldy_Prime Day,hldy_Thanksgiving,hldy_Valentine's Day,hldy_Veterans Day
2017-05-14,110955881.78,1228916.78,36542.61,68792.51,130837.84,74527.5,92318.08,100948.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-05-21,66713703.48,462110.32,52510.69,48855.03,141746.68,216540.78,143538.32,126678.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-28,126855437.7,245933.3,56545.36,30124.17,197599.31,60987.3,140559.87,82369.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-06-04,62043461.44,722389.05,87484.46,24938.28,357704.95,91044.83,158190.64,81592.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-11,87506384.26,527098.78,111906.61,36235.89,423806.0,119288.03,173940.66,489600.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-18,103684251.87,569171.64,30788.2,6764.13,189096.01,118251.89,89624.25,33450.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-25,102726814.42,18125.4,84124.87,66689.5,178468.3,187124.6,167519.91,66769.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02,68125799.04,367222.52,41986.8,64350.92,111767.86,146068.5,147600.18,80983.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-09,107831379.52,14752.73,45865.28,19187.11,210932.49,88244.91,75520.86,50895.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017-07-16,55684791.55,885887.34,26992.01,4465.39,204585.88,58469.19,76186.31,10691.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-23,54010896.88,629135.52,31054.83,7298.93,121218.53,88317.56,99915.69,9015.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,114221272.29,598897.06,69033.34,91445.93,170322.05,130388.08,72887.43,93093.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,103941494.7,27535.35,94850.81,95247.24,126712.69,82796.98,80951.06,91874.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,98364761.95,416588.81,45136.16,51437.66,251938.23,60809.35,156494.62,110345.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,54894314.06,1480877.13,18277.13,8872.59,293888.82,53411.44,55762.92,18500.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-27,60948305.59,200165.66,38284.43,39760.28,132608.18,77073.28,72825.65,61601.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-03,110656088.05,682308.96,83378.03,58682.36,189047.83,106850.65,112427.4,106269.31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-09-10,101276096.59,1089033.55,21273.97,69394.22,352016.27,87561.47,257022.85,307363.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-17,133894724.3,685057.87,31630.99,20181.59,515940.59,77424.79,190000.6,146448.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-24,107223097.12,1397182.79,33537.81,56407.08,227941.12,54585.4,105901.41,100435.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,66027466.0,310038.63,59782.8,134029.68,357118.61,181921.64,97785.99,114104.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-08,113532226.32,605842.94,46051.72,82650.95,311120.08,173960.97,227013.91,22128.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15,115884633.74,1003884.52,20072.78,63166.69,292374.5,98608.04,212804.78,79226.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-22,62538333.33,287489.81,35351.41,41165.43,322162.74,143582.56,94820.48,39247.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-29,104560110.54,1408679.23,15279.26,38543.59,272728.15,64705.36,215549.45,29543.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-05,87707645.19,419971.02,96647.72,66534.32,499330.01,172294.82,428902.43,100603.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-11-12,90804140.6,974373.19,75091.86,43385.67,304305.37,176407.68,285339.89,328126.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-19,171018479.04,61446.45,168458.94,160905.89,396876.12,122408.8,411024.47,410842.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-11-26,240828463.28,1005581.59,69843.38,39602.32,383876.63,127204.39,427677.86,318413.54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-03,212402431.68,1152000.73,37510.87,22799.15,695750.18,36948.43,202121.66,437867.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-10,155429089.35,588562.79,99921.33,68703.26,674551.41,212002.93,277739.91,862885.39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-17,342807746.41,1282745.52,117284.85,51713.55,588936.27,245375.33,233469.52,530392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,183923434.59,371808.68,148883.61,51021.03,320961.09,158288.11,151297.61,157746.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-31,104469430.63,31080.19,21758.67,44215.36,164951.67,62931.6,108724.47,5108.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2018-01-07,96557190.21,126828.61,54370.24,50820.1,93380.64,80197.16,121223.93,60860.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-14,49937851.34,3175.52,31627.44,57041.81,185945.89,104636.75,130223.87,3912.72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-21,45316510.85,1056324.03,18335.9,4433.42,98918.0,85932.46,127741.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-28,51646819.25,680522.7,19661.45,2277.46,88079.77,110365.11,68092.25,43605.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-04,67773826.54,392239.96,48695.2,53365.1,126221.1,170795.53,180952.39,60290.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-11,67762285.49,566447.69,58437.4,39602.98,212169.86,148152.31,168551.49,108489.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018-02-18,106544924.28,29756.13,36218.37,1543.17,142446.91,120800.77,108425.88,70139.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018-02-25,92857789.33,713391.1,29165.72,2250.18,123249.7,142303.41,50121.84,42981.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,98332911.67,306953.51,26267.91,16895.99,93282.7,100587.52,143463.91,9223.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-11,59546110.3,1439848.44,35763.15,1020.83,185121.85,144140.62,190657.74,112888.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-18,150549332.33,149779.89,44218.65,20308.82,204226.46,188533.99,188403.37,104671.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-25,123119036.08,973650.58,32903.93,25588.19,364832.31,166255.14,126069.2,102907.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,62677347.57,71833.19,66842.38,7105.07,133175.81,149626.36,126800.48,97361.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,102024654.89,27877.17,40141.18,42018.46,147654.1,166570.49,200049.43,36970.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-15,110740225.86,499413.85,20375.96,0.0,317123.6,79358.81,206056.87,52529.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-22,131468079.01,1287813.52,10280.66,25131.03,323703.25,33949.54,153864.29,40111.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-29,139383055.75,1466531.3,54695.41,33998.53,201548.59,102682.25,316760.29,215406.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-06,92512257.34,78831.92,78517.85,144.4,365806.42,109336.33,135789.51,332368.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-13,118078328.09,534742.93,48646.99,0.0,351807.5,239943.95,107583.06,155836.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-05-20,117496605.46,2878.35,46294.04,144.4,269152.14,217923.89,196400.61,193193.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-27,73625299.55,591943.37,78872.31,495.07,170096.02,156366.54,85050.2,151220.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-06-03,59528136.68,833633.62,33619.17,2617.06,406490.01,229865.67,276175.07,59390.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-10,89482670.19,429526.08,48835.94,144.4,429245.93,186518.35,274468.62,336540.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-17,104742177.12,29834.97,36438.04,0.0,508567.2,81668.0,256910.84,32459.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-24,102279821.48,478627.9,27883.57,0.0,388997.51,45818.25,290762.61,76449.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,66717386.49,9240.93,40228.7,247.54,367134.78,81629.95,127450.1,106915.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-08,117429974.43,0.0,31610.68,0.0,229922.46,108353.11,51395.55,38880.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018-07-15,64038606.38,468700.11,44601.61,0.0,147652.74,138260.98,123897.22,58461.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-22,53569648.92,696181.94,15339.78,564.4,143210.12,67235.71,136457.71,13895.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-29,99429060.81,27596.68,30488.45,247.54,145462.23,7421.35,76394.95,959.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
